Species,Longitude,Latitude
P_rigida,-71.76277,42.15
P_rigida,-71.216773,42.156959
P_rigida,-74.051217,42.16925
P_rigida,-71.60222,42.17444
P_rigida,-80.030701,42.190221
P_rigida,-71.76,42.19388
P_rigida,-71.85,42.2
P_rigida,-71.68555,42.20694
P_rigida,-71.114528,42.212319
P_rigida,-72.19111,42.2125
P_rigida,-72.10222,42.21388
P_rigida,-71.113615,42.215609
P_rigida,-70.92188,42.23477
P_rigida,-72.14111,42.23527
P_rigida,-72.64805,42.24166
P_rigida,-74.012854,42.241937
P_rigida,-71.90861,42.24583
P_rigida,-71.75666,42.25916
P_rigida,-72.08333,42.26666
P_rigida,-71.61611,42.26944
P_rigida,-71.80777,42.27055
P_rigida,-71.301741,42.293849
P_rigida,-71.71277,42.29583
P_rigida,-71.43333,42.3
P_rigida,-72.334846,42.301346
P_rigida,-71.92805,42.31111
P_rigida,-71.940282,42.311693
P_rigida,-72.12583,42.31666
P_rigida,-71.64111,42.31944
P_rigida,-72.637222,42.3275
P_rigida,-72.463921,42.335064
P_rigida,-72.67222,42.33555
P_rigida,-72.227928,42.344856
P_rigida,-71.71611,42.35
P_rigida,-72.483147,42.350952
P_rigida,-71.85777,42.35166
P_rigida,-72.04527,42.35277
P_rigida,-71.256729,42.359755
P_rigida,-72.492157,42.361126
P_rigida,-71.251726,42.363455
P_rigida,-71.255233,42.366314
P_rigida,-71.78555,42.36666
P_rigida,-71.256585,42.366963
P_rigida,-71.6375,42.38138
P_rigida,-71.96666,42.38333
P_rigida,-71.66666,42.41666
P_rigida,-76.4833,42.4333
P_rigida,-71.60833,42.43333
P_rigida,-72.1,42.43333
P_rigida,-71.198151,42.434071
P_rigida,-71.76055,42.4375
P_rigida,-76.501944,42.443889
P_rigida,-73.788458,42.446192
P_rigida,-71.88333,42.45
P_rigida,-71.67305,42.45555
P_rigida,-71.443514,42.455581
P_rigida,-71.36666,42.46666
P_rigida,-71.165687,42.470614
P_rigida,-72.00611,42.47361
P_rigida,-71.479856,42.49569
P_rigida,-71.47737,42.514051
P_rigida,-72.58277,42.51666
P_rigida,-71.75972,42.525
P_rigida,-71.11666,42.53333
P_rigida,-71.91055,42.54583
P_rigida,-72.524431,42.558094
P_rigida,-72.21666,42.58333
P_rigida,-71.72444,42.59444
P_rigida,-71.91666,42.65
P_rigida,-77.053858,42.660903
P_rigida,-72.18777,42.6775
P_rigida,-70.841161,42.679261
P_rigida,-70.75,42.68
P_rigida,-72.04388,42.68611
P_rigida,-73.878784,42.695658
P_rigida,-72.83333,42.7
P_rigida,-73.8441,42.703133
P_rigida,-73.865784,42.713264
P_rigida,-73.890541,42.715084
P_rigida,-73.881836,42.717081
P_rigida,-73.861684,42.717908
P_rigida,-73.864304,42.718793
P_rigida,-73.864357,42.718845
P_rigida,-73.872918,42.720463
P_rigida,-73.875937,42.728321
P_rigida,-70.789292,42.732383
P_rigida,-71.49194,42.74861
P_rigida,-70.990482,42.77372
P_rigida,-70.8175,42.81861
P_rigida,-72.523745,42.856775
P_rigida,-70.86138,42.88722
P_rigida,-72.590927,42.917905
P_rigida,-72.605369,42.922859
P_rigida,-77.5244,43.2183
P_rigida,-70.624542,43.406108
P_rigida,-71.423356,43.518692
P_rigida,-70.471175,43.546204
P_rigida,-70.232793,43.561307
P_rigida,-70.798948,43.613281
P_rigida,-73.547746,43.622334
P_rigida,-73.001731,43.626663
P_rigida,-70.444167,43.679444
P_rigida,-70.974507,43.69227
P_rigida,-70.35887,43.703793
P_rigida,-70.24285,43.70552
P_rigida,-73.026263,43.71328
P_rigida,-72.98623,43.72104
P_rigida,-69.729291,43.782575
P_rigida,-71.201665,43.867567
P_rigida,-69.959782,43.88005
P_rigida,-70.3355,43.9364
P_rigida,-73.077178,43.947808
P_rigida,-70.883243,43.954213
P_rigida,-71.114604,44.016833
P_rigida,-71.1222,44.0316
P_rigida,-73.280223,44.06935
P_rigida,-69.15111,44.2125
P_rigida,-68.316675,44.231706
P_rigida,-71.30472,44.27055
P_rigida,-68.345084,44.311903
P_rigida,-68.193594,44.316915
P_rigida,-68.295639,44.327568
P_rigida,-68.184602,44.32813
P_rigida,-68.189821,44.332168
P_rigida,-68.223342,44.351558
P_rigida,-68.20446,44.352776
P_rigida,-68.22522,44.353642
P_rigida,-73.358035,44.35499
P_rigida,-68.230378,44.367142
P_rigida,-68.06329,44.380656
P_rigida,-73.23764,44.401314
P_rigida,-68.244171,44.407261
P_rigida,-73.206824,44.431589
P_rigida,-73.229564,44.454405
P_rigida,-73.102206,44.486407
P_rigida,-73.229227,44.4882
P_rigida,-73.111243,44.490505
P_rigida,-73.153296,44.496582
P_rigida,-73.165122,44.50095
P_rigida,-73.150314,44.501349
P_rigida,-73.48024,44.50375
P_rigida,-73.161433,44.512757
P_rigida,-73.264617,44.513687
P_rigida,-68.151829,44.526507
P_rigida,-73.217751,44.537401
P_rigida,-73.283327,44.54495
P_rigida,-73.301068,44.55464
P_rigida,-73.19242,44.582645
P_rigida,-73.195663,44.938741
